kod řeky,tyden,prumer
198400,09.07.2018,0.0542
198400,16.07.2018,0.0321
198400,23.07.2018,0.0205
198400,30.07.2018,0.0187
198400,06.08.2018,0.0180
198400,13.08.2018,0.0167
198400,20.08.2018,0.0191
198400,27.08.2018,0.0267
198400,03.09.2018,0.0463
198400,10.09.2018,0.0269
198400,17.09.2018,0.0275
198400,24.09.2018,0.0521
198400,01.10.2018,0.0331
198400,08.10.2018,0.0332
198400,15.10.2018,0.0324
198400,22.10.2018,0.0639
198400,29.10.2018,0.1053
198400,05.11.2018,0.0640
198400,12.11.2018,0.0635
198400,19.11.2018,0.0921
198400,26.11.2018,0.0780
198400,03.12.2018,0.1829
198400,10.12.2018,0.1290
198400,17.12.2018,0.1171
198400,24.12.2018,0.2241
198400,31.12.2018,0.1391
198400,07.01.2019,0.2717
198400,14.01.2019,0.4070
198400,21.01.2019,0.2110
198400,28.01.2019,0.2003
198400,04.02.2019,0.2514
198400,11.02.2019,0.6654
198400,18.02.2019,0.3480
198400,25.02.2019,0.2417
198400,04.03.2019,0.2449
198400,11.03.2019,0.5856
198400,18.03.2019,0.3374
198400,25.03.2019,0.2710
198400,01.04.2019,0.2207
198400,08.04.2019,0.1364
198400,15.04.2019,0.1088
198400,22.04.2019,0.1041
198400,29.04.2019,0.2127
198400,06.05.2019,0.1530
198400,13.05.2019,0.1456
198400,20.05.2019,0.2924
198400,27.05.2019,0.2909
198400,03.06.2019,0.1141
198400,10.06.2019,0.0793
198400,17.06.2019,0.1182
198400,24.06.2019,0.0440
198400,01.07.2019,0.0153
198400,08.07.2019,0.0207
198400,15.07.2019,0.0363
198400,22.07.2019,0.0469
198400,29.07.2019,0.0425
198400,05.08.2019,0.1064
198400,12.08.2019,0.1273
198400,19.08.2019,0.1942
198400,26.08.2019,0.0743
198400,02.09.2019,0.1589
198400,09.09.2019,0.1163
198400,16.09.2019,0.0550
198400,23.09.2019,0.0502
198400,30.09.2019,0.1047
198400,07.10.2019,0.1124
198400,14.10.2019,0.1073
198400,21.10.2019,0.1526
198400,28.10.2019,0.1068
198400,04.11.2019,0.1571
198400,11.11.2019,0.3176
198400,18.11.2019,0.2226
198400,25.11.2019,0.1730
198400,02.12.2019,0.1787
198400,09.12.2019,0.1601
198400,16.12.2019,0.1331
198400,23.12.2019,0.1411
198400,30.12.2019,0.1165
198400,06.01.2020,0.1314
198400,13.01.2020,0.1177
198400,20.01.2020,0.1061
198400,27.01.2020,0.1249
198400,03.02.2020,0.5174
198400,10.02.2020,0.3844
198400,17.02.2020,0.2336
198400,24.02.2020,0.2521
198400,02.03.2020,0.4157
198400,09.03.2020,1.2654
198400,16.03.2020,0.6587
198400,23.03.2020,0.3153
198400,30.03.2020,0.2026
198400,06.04.2020,0.1623
198400,13.04.2020,0.1440
198400,20.04.2020,0.1313
198400,27.04.2020,0.1136
198400,04.05.2020,0.0922
198400,11.05.2020,0.2010
198400,18.05.2020,0.1184
198400,25.05.2020,0.1431
198400,01.06.2020,0.1382
198400,08.06.2020,0.2336
198400,15.06.2020,0.6151
198400,22.06.2020,0.1699
198400,29.06.2020,0.1695
198400,06.07.2020,0.0848
198400,13.07.2020,0.0705
198400,20.07.2020,0.0561
198400,27.07.2020,0.0401
198400,03.08.2020,0.2050
198400,10.08.2020,0.3066
198400,17.08.2020,0.1385
198400,24.08.2020,0.0675
198400,31.08.2020,0.1002
198400,07.09.2020,0.0512
198400,14.09.2020,0.0398
198400,21.09.2020,0.3646
198400,28.09.2020,0.3696
198400,05.10.2020,0.1833
198400,12.10.2020,1.3541
198400,19.10.2020,0.6557
198400,26.10.2020,0.5623
198400,02.11.2020,0.6057
198400,09.11.2020,0.4797
198400,16.11.2020,0.2891
198400,23.11.2020,0.3363
198400,30.11.2020,0.2866
198400,07.12.2020,0.2501
198400,14.12.2020,0.2006
198400,21.12.2020,0.3193
198400,28.12.2020,0.2817
198400,04.01.2021,0.3567
198400,11.01.2021,0.2459
198400,18.01.2021,0.5231
198400,25.01.2021,1.3004
198400,01.02.2021,1.4671
198400,08.02.2021,0.8409
198400,15.02.2021,1.5603
198400,22.02.2021,1.1333
198400,01.03.2021,1.0179
198400,08.03.2021,0.8983
198400,15.03.2021,0.7949
198400,22.03.2021,0.5534
198400,29.03.2021,0.3990
198400,05.04.2021,0.3344
198400,12.04.2021,0.3163
198400,19.04.2021,0.2821
198400,26.04.2021,0.3599
198400,03.05.2021,0.5571
198400,10.05.2021,3.1110
198400,17.05.2021,1.5097
198400,24.05.2021,0.7929
198400,31.05.2021,0.4323
198400,07.06.2021,0.2630
198400,14.06.2021,0.1416
198400,21.06.2021,0.7444
198400,28.06.2021,0.6000
198400,05.07.2021,0.6136
198400,12.07.2021,0.9596
198400,19.07.2021,0.6556
198400,26.07.2021,0.4693
198400,02.08.2021,0.9974
198400,09.08.2021,0.7883
198400,16.08.2021,0.3473
198400,23.08.2021,0.3581
198400,30.08.2021,0.3181
198400,06.09.2021,0.1799
198400,13.09.2021,0.2197
198400,20.09.2021,0.2036
198400,27.09.2021,0.1447
198400,04.10.2021,0.1489
198400,11.10.2021,0.1736
198400,18.10.2021,0.2176
198400,25.10.2021,0.2961
198400,01.11.2021,0.6354
198400,08.11.2021,0.4544
198400,15.11.2021,0.3876
198400,22.11.2021,0.3413
198400,29.11.2021,0.4089
198400,06.12.2021,0.4251
198400,13.12.2021,0.4969
198400,20.12.2021,0.4043
